id,source,target,type,source_type,target_type
21268,10360,12733,contains,Manuscript,ManuscriptPart
21269,10360,12734,contains,Manuscript,ManuscriptPart
21320,10385,12785,contains,Manuscript,ManuscriptPart
21321,10385,12786,contains,Manuscript,ManuscriptPart
21322,10385,12787,contains,Manuscript,ManuscriptPart
21324,10387,12789,contains,Manuscript,ManuscriptPart
21336,10393,12801,contains,Manuscript,ManuscriptPart
21337,10393,12802,contains,Manuscript,ManuscriptPart
21365,10408,12830,contains,Manuscript,ManuscriptPart
21366,10408,12831,contains,Manuscript,ManuscriptPart
21367,10408,12832,contains,Manuscript,ManuscriptPart
21368,10408,12833,contains,Manuscript,ManuscriptPart
21374,10412,12839,contains,Manuscript,ManuscriptPart
21375,10412,12840,contains,Manuscript,ManuscriptPart
21376,10412,12841,contains,Manuscript,ManuscriptPart
21377,10412,12842,contains,Manuscript,ManuscriptPart
21383,10415,12848,contains,Manuscript,ManuscriptPart
21384,10415,12849,contains,Manuscript,ManuscriptPart
21389,10419,12854,contains,Manuscript,ManuscriptPart
21397,10424,12862,contains,Manuscript,ManuscriptPart
21408,10430,12873,contains,Manuscript,ManuscriptPart
21409,10432,12874,contains,Manuscript,ManuscriptPart
21417,10437,12882,contains,Manuscript,ManuscriptPart
21418,10437,12883,contains,Manuscript,ManuscriptPart
21419,10437,12884,contains,Manuscript,ManuscriptPart
21428,10442,12893,contains,Manuscript,ManuscriptPart
21431,10444,12896,contains,Manuscript,ManuscriptPart
21432,10444,12897,contains,Manuscript,ManuscriptPart
21437,10447,12902,contains,Manuscript,ManuscriptPart
21448,10452,12913,contains,Manuscript,ManuscriptPart
21465,10464,12930,contains,Manuscript,ManuscriptPart
21470,10467,12935,contains,Manuscript,ManuscriptPart
21483,10474,12948,contains,Manuscript,ManuscriptPart
21484,10474,12949,contains,Manuscript,ManuscriptPart
21486,10476,12951,contains,Manuscript,ManuscriptPart
21503,10486,12968,contains,Manuscript,ManuscriptPart
21535,10504,13000,contains,Manuscript,ManuscriptPart
21536,10505,13001,contains,Manuscript,ManuscriptPart
21537,10505,13002,contains,Manuscript,ManuscriptPart
21538,10505,13003,contains,Manuscript,ManuscriptPart
21539,10506,13004,contains,Manuscript,ManuscriptPart
21542,10508,13007,contains,Manuscript,ManuscriptPart
21543,10509,13008,contains,Manuscript,ManuscriptPart
21545,10511,13010,contains,Manuscript,ManuscriptPart
21546,10511,13011,contains,Manuscript,ManuscriptPart
21547,10511,13012,contains,Manuscript,ManuscriptPart
21548,10512,13013,contains,Manuscript,ManuscriptPart
21566,10523,13031,contains,Manuscript,ManuscriptPart
21616,10567,13083,contains,Manuscript,ManuscriptPart
21617,10567,13084,contains,Manuscript,ManuscriptPart
21618,10567,13085,contains,Manuscript,ManuscriptPart
21669,10614,13136,contains,Manuscript,ManuscriptPart
21670,10614,13137,contains,Manuscript,ManuscriptPart
21671,10614,13138,contains,Manuscript,ManuscriptPart
21684,10622,13151,contains,Manuscript,ManuscriptPart
21685,10622,13152,contains,Manuscript,ManuscriptPart
21690,10626,13157,contains,Manuscript,ManuscriptPart
21691,10626,13158,contains,Manuscript,ManuscriptPart
21692,10626,13159,contains,Manuscript,ManuscriptPart
21741,10695,13210,contains,Manuscript,ManuscriptPart
21794,10707,13265,contains,Manuscript,ManuscriptPart
21795,10707,13266,contains,Manuscript,ManuscriptPart
21796,10707,13267,contains,Manuscript,ManuscriptPart
21797,10707,13268,contains,Manuscript,ManuscriptPart
21798,10707,13269,contains,Manuscript,ManuscriptPart
21799,10707,13270,contains,Manuscript,ManuscriptPart
21800,10707,13271,contains,Manuscript,ManuscriptPart
21876,10716,13347,contains,Manuscript,ManuscriptPart
21877,10716,13348,contains,Manuscript,ManuscriptPart
21878,10716,13349,contains,Manuscript,ManuscriptPart
21879,10716,13350,contains,Manuscript,ManuscriptPart
21880,10716,13351,contains,Manuscript,ManuscriptPart
21903,10718,13374,contains,Manuscript,ManuscriptPart
21904,10718,13375,contains,Manuscript,ManuscriptPart
21905,10718,13376,contains,Manuscript,ManuscriptPart
21906,10718,13377,contains,Manuscript,ManuscriptPart
21907,10718,13378,contains,Manuscript,ManuscriptPart
21908,10718,13379,contains,Manuscript,ManuscriptPart
21934,10733,13405,contains,Manuscript,ManuscriptPart
21935,10733,13406,contains,Manuscript,ManuscriptPart
21936,10733,13407,contains,Manuscript,ManuscriptPart
21991,10831,13462,contains,Manuscript,ManuscriptPart
22012,10852,13483,contains,Manuscript,ManuscriptPart
22043,10898,13515,contains,Manuscript,ManuscriptPart
22044,10901,13516,contains,Manuscript,ManuscriptPart
22045,10901,13517,contains,Manuscript,ManuscriptPart
22046,10901,13518,contains,Manuscript,ManuscriptPart
22047,10901,13519,contains,Manuscript,ManuscriptPart
22048,10901,13520,contains,Manuscript,ManuscriptPart
22108,10948,13580,contains,Manuscript,ManuscriptPart
22126,10953,13598,contains,Manuscript,ManuscriptPart
22127,10954,13599,contains,Manuscript,ManuscriptPart
22128,10954,13600,contains,Manuscript,ManuscriptPart
22129,10954,13601,contains,Manuscript,ManuscriptPart
22130,10954,13602,contains,Manuscript,ManuscriptPart
22136,10960,13608,contains,Manuscript,ManuscriptPart
22137,10960,13609,contains,Manuscript,ManuscriptPart
22138,10960,13610,contains,Manuscript,ManuscriptPart
22139,10960,13611,contains,Manuscript,ManuscriptPart
22140,10960,13612,contains,Manuscript,ManuscriptPart
22141,10961,13613,contains,Manuscript,ManuscriptPart
22142,10961,13614,contains,Manuscript,ManuscriptPart
22143,10961,13615,contains,Manuscript,ManuscriptPart
22144,10961,13616,contains,Manuscript,ManuscriptPart
22145,10961,13617,contains,Manuscript,ManuscriptPart
22146,10961,13618,contains,Manuscript,ManuscriptPart
22147,10961,13619,contains,Manuscript,ManuscriptPart
22148,10961,13620,contains,Manuscript,ManuscriptPart
22149,10961,13621,contains,Manuscript,ManuscriptPart
22210,10974,13682,contains,Manuscript,ManuscriptPart
22211,10974,13683,contains,Manuscript,ManuscriptPart
22255,10986,13727,contains,Manuscript,ManuscriptPart
22256,10986,13728,contains,Manuscript,ManuscriptPart
22257,10986,13729,contains,Manuscript,ManuscriptPart
22258,10986,13730,contains,Manuscript,ManuscriptPart
22266,10995,13741,contains,Manuscript,ManuscriptPart
22274,11003,13749,contains,Manuscript,ManuscriptPart
22315,11034,13791,contains,Manuscript,ManuscriptPart
22316,11034,13792,contains,Manuscript,ManuscriptPart
22317,11034,13793,contains,Manuscript,ManuscriptPart
22318,11034,13794,contains,Manuscript,ManuscriptPart
22326,11038,13802,contains,Manuscript,ManuscriptPart
22327,11038,13803,contains,Manuscript,ManuscriptPart
22328,11038,13804,contains,Manuscript,ManuscriptPart
22329,11038,13805,contains,Manuscript,ManuscriptPart
22330,11038,13806,contains,Manuscript,ManuscriptPart
22331,11038,13807,contains,Manuscript,ManuscriptPart
22378,11065,13854,contains,Manuscript,ManuscriptPart
22380,11077,13856,contains,Manuscript,ManuscriptPart
22407,11117,13883,contains,Manuscript,ManuscriptPart
22461,11136,13937,contains,Manuscript,ManuscriptPart
22462,11136,13938,contains,Manuscript,ManuscriptPart
22463,11136,13939,contains,Manuscript,ManuscriptPart
22464,11136,13940,contains,Manuscript,ManuscriptPart
22465,11136,13941,contains,Manuscript,ManuscriptPart
22466,11136,13942,contains,Manuscript,ManuscriptPart
22467,11136,13943,contains,Manuscript,ManuscriptPart
22468,11136,13944,contains,Manuscript,ManuscriptPart
22469,11136,13945,contains,Manuscript,ManuscriptPart
22490,11149,13966,contains,Manuscript,ManuscriptPart
22491,11149,13967,contains,Manuscript,ManuscriptPart
22521,11187,13997,contains,Manuscript,ManuscriptPart
22561,11233,14037,contains,Manuscript,ManuscriptPart
22573,11253,14049,contains,Manuscript,ManuscriptPart
22579,11267,14055,contains,Manuscript,ManuscriptPart
22580,11267,14056,contains,Manuscript,ManuscriptPart
22581,11267,14057,contains,Manuscript,ManuscriptPart
22612,11278,14088,contains,Manuscript,ManuscriptPart
22613,11278,14089,contains,Manuscript,ManuscriptPart
22614,11278,14090,contains,Manuscript,ManuscriptPart
22615,11278,14091,contains,Manuscript,ManuscriptPart
22616,11278,14092,contains,Manuscript,ManuscriptPart
22617,11278,14093,contains,Manuscript,ManuscriptPart
22622,10707,14098,contains,Manuscript,ManuscriptPart
22746,11348,14222,contains,Manuscript,ManuscriptPart
22760,11356,14236,contains,Manuscript,ManuscriptPart
22761,11356,14237,contains,Manuscript,ManuscriptPart
22767,11370,14243,contains,Manuscript,ManuscriptPart
22768,11370,14244,contains,Manuscript,ManuscriptPart
22772,11382,14248,contains,Manuscript,ManuscriptPart
22773,11382,14249,contains,Manuscript,ManuscriptPart
22774,11382,14250,contains,Manuscript,ManuscriptPart
22775,11382,14251,contains,Manuscript,ManuscriptPart
22776,11382,14252,contains,Manuscript,ManuscriptPart
22777,11382,14253,contains,Manuscript,ManuscriptPart
22778,11382,14254,contains,Manuscript,ManuscriptPart
22779,11382,14255,contains,Manuscript,ManuscriptPart
22780,11382,14256,contains,Manuscript,ManuscriptPart
22781,11383,14257,contains,Manuscript,ManuscriptPart
22782,11383,14258,contains,Manuscript,ManuscriptPart
22783,11383,14259,contains,Manuscript,ManuscriptPart
22784,11383,14260,contains,Manuscript,ManuscriptPart
22785,11383,14261,contains,Manuscript,ManuscriptPart
22802,11405,14278,contains,Manuscript,ManuscriptPart
22813,11429,14289,contains,Manuscript,ManuscriptPart
22824,11441,14300,contains,Manuscript,ManuscriptPart
22825,11441,14301,contains,Manuscript,ManuscriptPart
22826,11441,14302,contains,Manuscript,ManuscriptPart
22827,11441,14303,contains,Manuscript,ManuscriptPart
22843,11461,14319,contains,Manuscript,ManuscriptPart
22844,11461,14320,contains,Manuscript,ManuscriptPart
22845,11461,14321,contains,Manuscript,ManuscriptPart
22852,11469,14328,contains,Manuscript,ManuscriptPart
22862,11483,14338,contains,Manuscript,ManuscriptPart
22863,11483,14339,contains,Manuscript,ManuscriptPart
22867,11489,14343,contains,Manuscript,ManuscriptPart
22897,11507,14373,contains,Manuscript,ManuscriptPart
22898,11507,14374,contains,Manuscript,ManuscriptPart
22899,11507,14375,contains,Manuscript,ManuscriptPart
22900,11507,14376,contains,Manuscript,ManuscriptPart
22902,11520,14378,contains,Manuscript,ManuscriptPart
22920,11479,14396,contains,Manuscript,ManuscriptPart
22921,11603,14397,contains,Manuscript,ManuscriptPart
22922,11604,14398,contains,Manuscript,ManuscriptPart
22923,11604,14399,contains,Manuscript,ManuscriptPart
22924,11605,14400,contains,Manuscript,ManuscriptPart
22945,11625,14421,contains,Manuscript,ManuscriptPart
22946,11625,14422,contains,Manuscript,ManuscriptPart
22947,11625,14423,contains,Manuscript,ManuscriptPart
22948,11627,14424,contains,Manuscript,ManuscriptPart
22949,11627,14425,contains,Manuscript,ManuscriptPart
22950,11627,14426,contains,Manuscript,ManuscriptPart
22951,11627,14427,contains,Manuscript,ManuscriptPart
22964,11674,14440,contains,Manuscript,ManuscriptPart
22965,11674,14441,contains,Manuscript,ManuscriptPart
22966,11674,14442,contains,Manuscript,ManuscriptPart
22968,11677,14444,contains,Manuscript,ManuscriptPart
22969,11677,14445,contains,Manuscript,ManuscriptPart
22970,11677,14446,contains,Manuscript,ManuscriptPart
22971,11679,14447,contains,Manuscript,ManuscriptPart
22972,11679,14448,contains,Manuscript,ManuscriptPart
22973,11679,14449,contains,Manuscript,ManuscriptPart
22974,11692,14450,contains,Manuscript,ManuscriptPart
22985,11727,14461,contains,Manuscript,ManuscriptPart
22988,11727,14464,contains,Manuscript,ManuscriptPart
22998,11679,14474,contains,Manuscript,ManuscriptPart
23017,11806,14493,contains,Manuscript,ManuscriptPart
23018,11806,14494,contains,Manuscript,ManuscriptPart
23019,11806,14495,contains,Manuscript,ManuscriptPart
23020,11806,14496,contains,Manuscript,ManuscriptPart
23021,11838,14497,contains,Manuscript,ManuscriptPart
23022,11839,14498,contains,Manuscript,ManuscriptPart
23023,11839,14499,contains,Manuscript,ManuscriptPart
23024,11839,14500,contains,Manuscript,ManuscriptPart
23025,11841,14501,contains,Manuscript,ManuscriptPart
23026,11843,14502,contains,Manuscript,ManuscriptPart
23027,11843,14503,contains,Manuscript,ManuscriptPart
23028,11843,14504,contains,Manuscript,ManuscriptPart
23029,11843,14505,contains,Manuscript,ManuscriptPart
23030,11843,14506,contains,Manuscript,ManuscriptPart
23031,11843,14507,contains,Manuscript,ManuscriptPart
23032,11843,14508,contains,Manuscript,ManuscriptPart
23033,11851,14509,contains,Manuscript,ManuscriptPart
23034,11853,14510,contains,Manuscript,ManuscriptPart
23088,11565,14564,contains,Manuscript,ManuscriptPart
23089,11566,14565,contains,Manuscript,ManuscriptPart
23090,11566,14566,contains,Manuscript,ManuscriptPart
23101,11963,14577,contains,Manuscript,ManuscriptPart
23102,11963,14578,contains,Manuscript,ManuscriptPart
23103,11963,14579,contains,Manuscript,ManuscriptPart
23104,11963,14580,contains,Manuscript,ManuscriptPart
23105,11963,14581,contains,Manuscript,ManuscriptPart
23106,11963,14582,contains,Manuscript,ManuscriptPart
23107,11963,14583,contains,Manuscript,ManuscriptPart
23108,11963,14584,contains,Manuscript,ManuscriptPart
23109,11963,14585,contains,Manuscript,ManuscriptPart
23122,11983,14598,contains,Manuscript,ManuscriptPart
23123,11983,14599,contains,Manuscript,ManuscriptPart
23124,11983,14600,contains,Manuscript,ManuscriptPart
23125,11983,14601,contains,Manuscript,ManuscriptPart
23126,11983,14602,contains,Manuscript,ManuscriptPart
23162,12013,14638,contains,Manuscript,ManuscriptPart
23163,12013,14639,contains,Manuscript,ManuscriptPart
23168,11493,14644,contains,Manuscript,ManuscriptPart
23170,11571,14646,contains,Manuscript,ManuscriptPart
23171,11571,14647,contains,Manuscript,ManuscriptPart
23172,11495,14648,contains,Manuscript,ManuscriptPart
23173,11495,14649,contains,Manuscript,ManuscriptPart
23174,11572,14650,contains,Manuscript,ManuscriptPart
23175,11574,14651,contains,Manuscript,ManuscriptPart
23176,11575,14652,contains,Manuscript,ManuscriptPart
23177,11575,14653,contains,Manuscript,ManuscriptPart
23180,11495,14656,contains,Manuscript,ManuscriptPart
23181,11575,14657,contains,Manuscript,ManuscriptPart
23182,11576,14658,contains,Manuscript,ManuscriptPart
23184,11516,14660,contains,Manuscript,ManuscriptPart
23194,11544,14670,contains,Manuscript,ManuscriptPart
23195,11587,14671,contains,Manuscript,ManuscriptPart
23204,11593,14680,contains,Manuscript,ManuscriptPart
23209,11509,14685,contains,Manuscript,ManuscriptPart
23212,11515,14688,contains,Manuscript,ManuscriptPart
23213,11515,14689,contains,Manuscript,ManuscriptPart
23216,11628,14692,contains,Manuscript,ManuscriptPart
23217,11628,14693,contains,Manuscript,ManuscriptPart
23218,11553,14694,contains,Manuscript,ManuscriptPart
23235,12023,14711,contains,Manuscript,ManuscriptPart
23243,11660,14719,contains,Manuscript,ManuscriptPart
23244,11660,14720,contains,Manuscript,ManuscriptPart
23245,11661,14721,contains,Manuscript,ManuscriptPart
23248,11668,14724,contains,Manuscript,ManuscriptPart
23249,11669,14725,contains,Manuscript,ManuscriptPart
23251,11673,14727,contains,Manuscript,ManuscriptPart
23253,11685,14729,contains,Manuscript,ManuscriptPart
23254,11685,14730,contains,Manuscript,ManuscriptPart
23261,12032,14737,contains,Manuscript,ManuscriptPart
23262,12032,14738,contains,Manuscript,ManuscriptPart
23263,12032,14739,contains,Manuscript,ManuscriptPart
23264,12033,14740,contains,Manuscript,ManuscriptPart
23265,11689,14741,contains,Manuscript,ManuscriptPart
23266,11689,14742,contains,Manuscript,ManuscriptPart
23267,11689,14743,contains,Manuscript,ManuscriptPart
23268,11696,14744,contains,Manuscript,ManuscriptPart
23269,11698,14745,contains,Manuscript,ManuscriptPart
23270,11698,14746,contains,Manuscript,ManuscriptPart
23271,11700,14747,contains,Manuscript,ManuscriptPart
23272,11700,14748,contains,Manuscript,ManuscriptPart
23273,11700,14749,contains,Manuscript,ManuscriptPart
23274,11700,14750,contains,Manuscript,ManuscriptPart
23275,11700,14751,contains,Manuscript,ManuscriptPart
23276,11700,14752,contains,Manuscript,ManuscriptPart
23284,11715,14760,contains,Manuscript,ManuscriptPart
23285,11715,14761,contains,Manuscript,ManuscriptPart
23286,11723,14762,contains,Manuscript,ManuscriptPart
23287,11724,14763,contains,Manuscript,ManuscriptPart
23288,11724,14764,contains,Manuscript,ManuscriptPart
23289,11724,14765,contains,Manuscript,ManuscriptPart
23290,11724,14766,contains,Manuscript,ManuscriptPart
23291,11733,14767,contains,Manuscript,ManuscriptPart
23292,11656,14768,contains,Manuscript,ManuscriptPart
23293,11735,14769,contains,Manuscript,ManuscriptPart
23294,11735,14770,contains,Manuscript,ManuscriptPart
23296,11741,14772,contains,Manuscript,ManuscriptPart
23297,11741,14773,contains,Manuscript,ManuscriptPart
23299,11747,14775,contains,Manuscript,ManuscriptPart
23300,11747,14776,contains,Manuscript,ManuscriptPart
23302,11754,14778,contains,Manuscript,ManuscriptPart
23315,11780,14791,contains,Manuscript,ManuscriptPart
23317,11789,14793,contains,Manuscript,ManuscriptPart
23318,11733,14794,contains,Manuscript,ManuscriptPart
23319,11733,14795,contains,Manuscript,ManuscriptPart
23320,11791,14796,contains,Manuscript,ManuscriptPart
23321,11794,14797,contains,Manuscript,ManuscriptPart
23322,11794,14798,contains,Manuscript,ManuscriptPart
23323,11794,14799,contains,Manuscript,ManuscriptPart
23324,11794,14800,contains,Manuscript,ManuscriptPart
23325,11794,14801,contains,Manuscript,ManuscriptPart
23341,11809,14817,contains,Manuscript,ManuscriptPart
23342,11809,14818,contains,Manuscript,ManuscriptPart
23343,11811,14819,contains,Manuscript,ManuscriptPart
23344,11811,14820,contains,Manuscript,ManuscriptPart
23345,11556,14821,contains,Manuscript,ManuscriptPart
23395,11838,14871,contains,Manuscript,ManuscriptPart
23408,12089,14884,contains,Manuscript,ManuscriptPart
23409,12090,14885,contains,Manuscript,ManuscriptPart
23410,12090,14886,contains,Manuscript,ManuscriptPart
23411,12091,14887,contains,Manuscript,ManuscriptPart
23446,12168,14922,contains,Manuscript,ManuscriptPart
23447,12171,14923,contains,Manuscript,ManuscriptPart
23448,12172,14924,contains,Manuscript,ManuscriptPart
23449,12174,14925,contains,Manuscript,ManuscriptPart
23450,12175,14926,contains,Manuscript,ManuscriptPart
23451,12177,14927,contains,Manuscript,ManuscriptPart
23452,12177,14928,contains,Manuscript,ManuscriptPart
23453,12177,14929,contains,Manuscript,ManuscriptPart
23454,12176,14930,contains,Manuscript,ManuscriptPart
23455,12179,14931,contains,Manuscript,ManuscriptPart
23456,12180,14932,contains,Manuscript,ManuscriptPart
23457,12180,14933,contains,Manuscript,ManuscriptPart
23478,12209,14954,contains,Manuscript,ManuscriptPart
23479,12209,14955,contains,Manuscript,ManuscriptPart
23480,12210,14956,contains,Manuscript,ManuscriptPart
23481,12211,14957,contains,Manuscript,ManuscriptPart
23482,12211,14958,contains,Manuscript,ManuscriptPart
23483,12211,14959,contains,Manuscript,ManuscriptPart
23525,11590,15001,contains,Manuscript,ManuscriptPart
23526,12251,15002,contains,Manuscript,ManuscriptPart
23527,12252,15003,contains,Manuscript,ManuscriptPart
23528,12252,15004,contains,Manuscript,ManuscriptPart
23529,12252,15005,contains,Manuscript,ManuscriptPart
23530,12253,15006,contains,Manuscript,ManuscriptPart
23544,12253,15020,contains,Manuscript,ManuscriptPart
23551,12281,15027,contains,Manuscript,ManuscriptPart
23553,12286,15029,contains,Manuscript,ManuscriptPart
23564,12296,15040,contains,Manuscript,ManuscriptPart
23565,12296,15041,contains,Manuscript,ManuscriptPart
23566,12296,15042,contains,Manuscript,ManuscriptPart
23567,12297,15043,contains,Manuscript,ManuscriptPart
23576,12317,15052,contains,Manuscript,ManuscriptPart
23577,12320,15053,contains,Manuscript,ManuscriptPart
23578,12320,15054,contains,Manuscript,ManuscriptPart
23581,12324,15057,contains,Manuscript,ManuscriptPart
23582,12324,15058,contains,Manuscript,ManuscriptPart
23583,12324,15059,contains,Manuscript,ManuscriptPart
23584,12324,15060,contains,Manuscript,ManuscriptPart
23585,12324,15061,contains,Manuscript,ManuscriptPart
23586,12324,15062,contains,Manuscript,ManuscriptPart
23587,12325,15063,contains,Manuscript,ManuscriptPart
23588,12322,15064,contains,Manuscript,ManuscriptPart
23590,11590,15066,contains,Manuscript,ManuscriptPart
23633,12407,15109,contains,Manuscript,ManuscriptPart
23634,12407,15110,contains,Manuscript,ManuscriptPart
23642,12413,15118,contains,Manuscript,ManuscriptPart
23677,12472,15154,contains,Manuscript,ManuscriptPart
23690,12503,15167,contains,Manuscript,ManuscriptPart
23700,12518,15177,contains,Manuscript,ManuscriptPart
23701,12517,15178,contains,Manuscript,ManuscriptPart
23716,12547,15193,contains,Manuscript,ManuscriptPart
23717,12547,15194,contains,Manuscript,ManuscriptPart
23718,12549,15195,contains,Manuscript,ManuscriptPart
23731,12567,15208,contains,Manuscript,ManuscriptPart
23738,12577,15215,contains,Manuscript,ManuscriptPart
23739,12577,15216,contains,Manuscript,ManuscriptPart
23740,12577,15217,contains,Manuscript,ManuscriptPart
23741,12577,15218,contains,Manuscript,ManuscriptPart
23742,12577,15219,contains,Manuscript,ManuscriptPart
23743,12577,15220,contains,Manuscript,ManuscriptPart
23744,12577,15221,contains,Manuscript,ManuscriptPart
23745,12577,15222,contains,Manuscript,ManuscriptPart
23750,12585,15227,contains,Manuscript,ManuscriptPart
23759,12597,15236,contains,Manuscript,ManuscriptPart
23817,12636,15294,contains,Manuscript,ManuscriptPart
23818,12636,15295,contains,Manuscript,ManuscriptPart
23839,12660,15316,contains,Manuscript,ManuscriptPart
23854,12683,15331,contains,Manuscript,ManuscriptPart
23868,12691,15345,contains,Manuscript,ManuscriptPart
23869,12691,15346,contains,Manuscript,ManuscriptPart
23870,12691,15347,contains,Manuscript,ManuscriptPart
23873,12695,15350,contains,Manuscript,ManuscriptPart
23909,12713,15386,contains,Manuscript,ManuscriptPart
25449,4615,13210,place of acquisition,Place,ManuscriptPart
25450,4477,13216,place of acquisition,Place,ManuscriptPart
25451,4383,13236,place of acquisition,Place,ManuscriptPart
25452,4656,13435,place of acquisition,Place,ManuscriptPart
25453,4753,13519,place of acquisition,Place,ManuscriptPart
25454,4798,14320,place of acquisition,Place,ManuscriptPart
25455,4897,14711,place of acquisition,Place,ManuscriptPart
25456,4409,14972,place of acquisition,Place,ManuscriptPart
25457,7653,13229,annotated by,Expression,ManuscriptPart
25458,7654,13230,annotated by,Expression,ManuscriptPart
