id,type,label
5118,Work,Laṭāʾif al-Ḥaqāʾiq (5118)
5120,Work,Tārīkh-i Balʿamī (5120)
5121,Work,Dīwān Qāsimī (5121)
5122,Work,al-Tuḥfah al-Saʻdīyah fī l-Ṭibb (5122)
5123,Work,Khamsa (5123)
5124,Work,Maʿānī al-Akhbār (5124)
5125,Work,Qaṣāʾid al-Fārisīya (5125)
5126,Work,Qaṣāʾid al-ʿArabiyya (5126)
5127,Work,Ṭibbiyāt (5127)
5128,Work,Ṣāḥibīya (5128)
5129,Work,Muqaṭṭaʿāt (5129)
5130,Work,Al-Kalimāt al-Muṭayyibāt (5130)
5131,Work,Tāj al-Lugha wa Ṣiḥāḥ al-ʻArabīyya (5131)
5132,Work,Takmilat al-Ṣiḥāḥ (5132)
5134,Work,Tāj al-Maṣādir (5134)
5137,Work,Al-Fatāwā al-Qāʿidiyya (5137)
5138,Work,al-Mabāḥīth al-Mashriqiyya (5138)
5139,Work,Tajārib al-Umam (5139)
187,Person,Ṣadr al-Dīn Rūzbihān al-Kāzarūnī (187)
5140,Work,Al-Anwār fī Kashf al-Asrār (5140)
5141,Work,Tabyīn al-Maqāmāt (5141)
5142,Work,Miṣbāḥ al-Hidāya wa Miftāḥ al-Kifāya (5142)
5143,Work,Mishkāt al-Maṣābīḥ (5143)
5144,Work,Al-Fiqh al-Nāfiʿ (5144)
5145,Work,Risāla fīhā Khawwāṣ al-Ḥurūf wa Maʿānīhā wa Makhārijhā wa Mā Takhtaṣṣ bihā (5145)
5146,Work,Al-Muḥīṭ al-Burhānī (5146)
5147,Work,Al-Yawāqīt fī l-Mawāqīt (5147)
193,Person,Abu Muḥammad ʿAbd Allāh al-Subadhmunī (193)
5148,Work,Kashf al-Āthār fī Manāqib Abī Ḥanīfa (5148)
224,Person,Rashīd al-Dīn Aḥmad al-Maybudī (224)
5149,Work,Kashf al-Asrār (5149)
5150,Work,Majmūʿ al-Fatāwā (5150)
195,Person,Aḥmad al-Bukhārī (195)
5151,Work,Khazānat al-Fatāwā (5151)
5152,Work,Al-Kāfī Sharḥ al-Wāfī fī l-Furūʿ (5152)
5153,Work,Kanz al-Wuṣūl ilā Maʿrifat al-Uṣūl (5153)
5154,Work,Tafsīr ʿAbd al-Qāhir (5154)
5155,Work,Al-ʿIqd al-Farīd (5155)
5156,Work,Miʿrāj al-Dirāya fī Sharḥ al-Hidāya (5156)
5157,Work,Iʿjāz al-Bayān fī Sharḥ Baʿḍ Asrār al-Qurʾān (5157)
5158,Work,Al-Amad al-Aqṣā (5158)
5159,Work,Masāʾil fī l-Ṭibb (5159)
5160,Work,Sharḥ Fuṣūl Buqrāṭ (5160)
5161,Work,Mīzān al-Uṣūl fī Natāʾij al-ʿUqūl (5161)
5162,Work,Tarjama-yi Tārīkh-i Yamīnī (5162)
5163,Work,Tatimmat al-Fatāwā (5163)
5165,Work,Al-Mustaṣfā Sharḥ Fiqh al-Nāfiʿ (5165)
5166,Work,Al-ʿUbāb al-Zākhir wa l-Lubāb al-Fākhir (5166)
5167,Work,Al-Muḥākimāt bayn Sharḥay al-Ishārāt (5167)
5168,Work,al-Kashshāf 'an Ḥaqā'iq al-Tanzīl wa-'Uyūn al-Aqāwīl fī Wujūh al-Ta'wīl (5168)
5169,Work,Aḥkām al-Mawālīd (5169)
5170,Work,Manẓūmat al-Nasafiyya fī l-Khilāfiyya (5170)
5171,Work,Baḥr al-Ḥaqāʾiq wa l-Maʿānī (5171)
5172,Work,Manār al-Anwār fī Uṣūl al-Fiqh (5172)
5173,Work,Kashf al-Asrār fī Sharḥ al-Manār (5173)
5174,Work,Zubdat al-Ḥaqāʾiq (5174)
5175,Work,Munyat al-Muftī (5175)
5177,Work,Ḥadīqat al-Ḥaqīqa (5177)
5178,Work,Mukhtaṣar al-Muntahā (5178)
5179,Work,Maqāmāt al-Ḥarīrī (5179)
251,Person,Ḥasan al-Wāʿiẓ (251)
5180,Work,Al-Tāj fī l-Miʿrāj (5180)
5182,Work,Al-Taʿarruf li-Madhhab al-Taṣawwuf (5182)
5183,Work,Al-Wasīṭ fī l-Tafsīr (5183)
5184,Work,Jāmiʿ al-Ṣaḥīḥ (5184)
5185,Work,Al-Durar al-Fākhira fī Sharḥ al-Biḥār al-Zākhira (5185)
5186,Work,Al-Mabsūṭ fī Furūʿ al-Fiqh (5186)
258,Person,Shams al-Tustarī al-Mutaṭabbib (258)
5187,Work,Sharḥ al-Ishārāt (5187)
5188,Work,Al-Qaṣṣārī (5188)
5189,Work,Sharḥ al-Mawāqif fī ʿIlm al-Kalām (5189)
5190,Work,Jāmiʿ al-Uṣūl li-Aḥādīth al-Rasūl (5190)
5191,Work,Kitāb al-Mughnī fī l-Adwiyat al-Mufarrada (5191)
263,Person,Jalāl al-Dīn al-ʿImādī (263)
5192,Work,Tarjama al-Alfāẓ alatī Wuridat bi l-Khwarazmiyya fī Ithnāʾ al-Kitāb al-Mawsūm bi-Qunyat al-Munya (5192)
5193,Work,Ṭabaqāt al-Fuqahāʾ (5193)
5194,Work,Al-Muthallath (5194)
5195,Work,Takmilat al-Muthallath al-Manẓūma (5195)
5196,Work,Tārīkh al-Yamīnī (5196)
5197,Work,Al-Uṣūl (5197)
5198,Work,Al-Jāmiʿ al-Ṣaghīr (5198)
270,Person,Muḥammad Abū l-Jaysh al-Anṣārī (270)
5199,Work,Al-Risālat al-ʿArūḍiyya (5199)
5200,Work,Ẓafar Nāmah (5200)
5201,Work,Al-Tafhīm li-Awāʾil Ṣanāʾat al-Tanjīm (5201)
5202,Work,Majmaʿ al-Amthāl (5202)
5203,Work,Tarjama-yi Kalīla wa Dimna (5203)
275,Person,Faqīh Masʿūd al-Samarqandī (275)
5204,Work,Ṣalāt al-Masʿūdī (5204)
5205,Work,Zubdat al-Tawārīkh (5205)
277,Person,Muḥammad al-Jājarmī (277)
5206,Work,Muʾnis al-Aḥrār fī Daqāʾiq al-Ashʿār (5206)
278,Person,ʿUbayd Allāh al-Maḥbūbī (278)
5207,Work,Sharḥ al-Wafāya (5207)
5208,Work,Muntahā al-Idrāk fī Taqāsīm al-Aflāk (5208)
5209,Work,Mirʾāt al-Jinān wa ʿIbrat al-Yaqẓān (5209)
5210,Work,Tasdīd al-Qawāʿid fī Sharḥ Tajrīd al-ʿAqāʾid (5210)
5211,Work,Ḥiṣr al-Masāʾil wa Qaṣr al-Dalāʾil (5211)
5212,Work,Multaqaṭ al-Nāṣirī (5212)
5213,Work,al-Shāfīyah fī ʿIlm al-Taṣrīf (5213)
5214,Work,Maṭāliʿ al-Anẓār (5214)
5215,Work,Minhāj al-Wuṣūl ilā ʿIlm al-Uṣūl (5215)
5216,Work,Al-Muntakhab fī Uṣūl al-Madhhab (5216)
5217,Work,Al-Niqāyat Mukhtaṣar al-Wafāya (5217)
5218,Work,Tafsīr al-Qurʾān al-Wāḥidī (5218)
5219,Work,Kitāb al-Taʾwīlāt (5219)
285,Person,ʿAfīf al-Kāzarūnī (285)
5220,Work,Maqāṣid al-Tanqīḥ fī Sharḥ al-Ṣaḥīḥ (5220)
5221,Work,Sharḥ al-Jāmiʿ al-Kabīr (5221)
64,Person,Najm al-Dīn Yūsuf al-Khwarazmī (64)
5222,Work,Al-Fatāwā al-Ṣughrā (5222)
5223,Work,Ghāyat al-Bayān wa Nādirat al-Zamān fī Ākhir al-Āwān (5223)
5224,Work,Miftāḥ al-Tanzīl (5224)
5225,Work,Bustān al-ʿĀrifīn (5225)
5226,Work,Uṣūl al-Shāshī (5226)
5227,Work,Akhlāq-i Nāṣirī (5227)
5229,Work,Jāmiʿ al-Wajīz (5229)
5230,Work,Fatāwā al-ʿAttābiyya (5230)
292,Person,ʿUmar ʿAlāʾ al-Dīn Muftī al-Bukhārī (292)
5231,Work,Ḥayrat al-Fuqahāʾ wa Ḥujjat al-Fuḍalāʾ (5231)
5232,Work,Al-Wāqiʿāt (5232)
5233,Work,Al-Mulakhkhiṣ fī l-Hayʾat (5233)
294,Person,Nāẓim Ḥamza al-Ṭūsī (294)
5234,Work,Dīwān Shaykh Azarī (5234)
5235,Work,Risālat fī ʿIlm al-Ḥisāb (5235)
5236,Work,Khamsah-i Niẓāmī = Panj Ganj (5236)
5239,Work,Gulshan-i Rāz (5239)
5240,Work,Humāy u Humāyūn (5240)
5243,Work,Tabṣirat al-Mubtadīʾ wa Tadhkirat al-Muntahī (5243)
5244,Work,Mūjiz al-Qānūn fī l-Ṭibb (5244)
332,Person,Shams al-Islām Isḥāq al-Wīdhgulī (332)
5245,Work,Khulāṣat al-Tafāsīr (5245)
5246,Work,al-Adwīyah al-Qalbīyah (5246)
5247,Work,Risāla fī l-Farq bayna l-Ḥarāra al-Gharīza wa l-Gharība (5247)
5248,Work,al-Qānūn fī l-Ṭibb (5248)
5249,Work,Uṣūl al-Fiqh (5249)
5250,Work,Qaṣīda (5250)
5251,Work,Baḥr al-Kalām (5251)
5252,Work,Laṭāʾif al-Maʿārif (5252)
5253,Work,Mujmal al-Lugha (5253)
341,Person,Abū Jaʿfar Muḥammad al-Zawzānī (341)
5254,Work,Tarjumān al-Qurʾān (5254)
5255,Work,Kitāb al-Bulghat al-Mutarjima fī l-Lugha (5255)
5256,Work,Nuzul al-Sāʾirīn ilā -Llāh Rabb al-ʾĀlamīn min al-Firdaws al-Barīn (5256)
5258,Work,Kanz al-Daqāʾiq (5258)
355,Person,Apollonius of Perga (355)
5259,Work,al-Makhrūṭāt (5259)
356,Person,Aḥmad al-Yazdī (356)
5260,Work,Untitled (5260)
5261,Work,Nuzhat-nāmah-yi ʻAlāʼī (5261)
5262,Work,Untitled (Gotha P26) (5262)
5263,Work,Untitled (Gotha P27) (5263)
5264,Work,Majmūʿa (5264)
5265,Work,Haft Ḥiṣār (5265)
5266,Work,Fatāwā Qāḍī Khān (5266)
5267,Work,Al-Maʿūnat fī l-Jadal (5267)
5268,Work,Quṭb al-Surūr fī Awṣāf al-Anbidha wa l-Khumūr (5268)
5269,Work,Tārīkh al-Masʿūdī (5269)
5270,Work,Naṣiḥat al-Mulūk (5270)
370,Person,Najm al-Dīn Maḥmūd al-Shīrāzī (370)
5271,Work,Al-Ḥāwī fī ʿIlm al-Tadāwī (5271)
5272,Work,Majmūʿa Samarqandī (5272)
5273,Work,al-Ḥāwī fī l-ṭibb (5273)
5274,Work,Sahm al-Murīḥ fī Naẓm al-Faṣīḥ (5274)
374,Person,Abū Saʿd Manṣūr al-Ābī (374)
5275,Work,Nathr al-Durr (5275)
5276,Work,Kashf al-Asrār wa ʿUddat al-Abrār (5276)
5277,Work,Rawḍ al-Jinān wa Rawḥ al-Janān (5277)
5278,Work,al-Taṣrīf lī-man ʿAjaza ʿan al-Taʾlīf (5278)
5279,Work,Zahr al-Kimām fī Qiṣṣat Yūsuf ʿalayhi al-Ṣalāt wa l-Salām (5279)
5280,Work,Shāh Nāma (5280)
5282,Work,Ibrāz al-Maʿānī fī Ḥirz al-Amānī (5282)
5283,Work,al-Maṣādir (5283)
5285,Work,Sullam al-Samāʾ (5285)
5284,Work,Miftāh al-Ḥisāb (5284)
5286,Work,Nuzhat al-Ḥadāʾiq (5286)
5287,Work,ʿAyn al-Qawāʿid (5287)
385,Person,Sayf al-Dīn Alī al-Āmidī (385)
5288,Work,Abkār al-Afkār fī Uṣūl al-Dīn (5288)
386,Person,Awḥad al-Dīn al-Anwarī (386)
5289,Work,Dīwān Awḥad al-Dīn Anwarī (5289)
5290,Work,Maʿālim al-Tanzīl (5290)
5291,Work,Mirṣād al-ʿIbād min al-Mabdaʾ ilā l-Maʿād (5291)
5292,Work,al-Shāfiyya fī l-Ṣarf (5292)
5293,Work,Tuḥfat al-Shāhiyya (5293)
5294,Work,Durrat al-Tāj lī Ghurrat al-Dabbāj (5294)
5295,Work,Al-Lālī al-Farīda fī Sharḥ al-Qaṣīda (5295)
5296,Work,al-Jāmiʻ li Mufradāt al-Adwīyah wa al-Aghdhīyah (5296)
5297,Work,Nahj al-Balāghah (5297)
5298,Work,Al-Mughnī ʿan Ḥaml al-Asfār fī l-Asfār fī Takhrīj mā fī l-Iḥyāʾ min al-Akhbār (5298)
5299,Work,Kitāb al-Arbaʿīn (5299)
5300,Work,Tadhkirat al-Kaḥḥālīn (5300)
5301,Work,Ḍawʿ al-Miṣbāḥ (5301)
5302,Work,Sharḥ al-Lamʿ (5302)
5303,Work,Tawāliʿ al-Anwār (5303)
5304,Work,Miṣbāḥ al-Arwāḥ (5304)
5305,Work,Mirṣād al-Afhām (5305)
5306,Work,Ḥāshiyat Lawāmiʿ al-Asrār fī Sharḥ Maṭāliʿ al-Anwār (5306)
5307,Work,Ḥāshiyat Sharḥ al-Tajrīd al-Qadīm (5307)
5308,Work,Taḥrīr Uṣūl al-Handasa wa l-Ḥisāb (5308)
5310,Work,Ādāb al-Mutaʿallimīn (5310)
5311,Work,al-Mufaṣṣal fī Ṣanʻat al-Iʻrāb (5311)
5312,Work,Taḥrīr al-Qawāʿid al-Mantaqiyya fī Sharḥ al-Shamsiyya (5312)
5309,Work,Sharḥ Khwāja Naṣīr bar S̲amara-yi Batlamyūs (5309)
5313,Work,Sharḥ al-Arjūza al-Wardiyya (5313)
5314,Work,Ashjār wa Athmār (5314)
5315,Work,Sharḥ Minhāj al-Wuṣūl ilā ʿIlm al-Uṣūl (5315)
5316,Work,Sharḥ al-Wāfī fī l-Naḥw (5316)
5317,Work,al-Taysīr fī al-Qirāʼāt al-Sabʻ (5317)
5318,Work,Kitāb al-usṭuqsāt (5318)
5319,Work,al-Tanqīḥ al-Rāʾiʿ li-Mukhtaṣar al-Sharāʾiʿ (5319)
5320,Work,Dīwān al-Adab wa Mīzān Kalām al-ʿArab (5320)
427,Person,Faraj Allāh al-Ḥusaynī (427)
5321,Work,Qāʿida-yi Siyāqī darbāra Mann-i Āzarbayjān wa Rayy (5321)
5322,Work,al-Ghurar al-Muthallatha wa-al-Durar al-Mubaththatha (5322)
5323,Work,al-Qāmūs al-Muḥīṭ (5323)
5324,Work,al-Wajīz (5324)
5325,Work,Tarājim al-Aʿājim (5325)
5326,Work,Dīwān Sanāʾī (5326)
430,Person,Ḥusayn ibn Mūsā Ḥāsib Hurmuzī (430)
5327,Work,Ḥall al-Mushkil fī Masīr al-Kawākib (5327)
5328,Work,al-Kawkab al-Durrī (5328)
5330,Work,Tafsīr al-Aʿḍāʾ li-Jālīnūs (5330)
5331,Work,Dīwān ibn al-Fāriḍ (5331)
5332,Work,Zād al-Masīr fī ʿIlm al-Tafsīr (5332)
5333,Work,Anwār al-Malakūt fī Sharḥ al-Yāqūt (5333)
5334,Work,Manāhij al-Yaqīn fī Uṣūl al-Dīn (5334)
435,Person,Amīn al-Dīn ʿAbd al-Wahhāb al-Dimashqī (435)
5335,Work,Asānīd al-Qurrāʾ (5335)
5336,Work,al-Maqāmāt al-Zayniyya (5336)
5337,Work,Nasab Nāma (5337)
5338,Work,Dīwān Ibn Ḥusām (5338)
5339,Work,Sharḥ al-Talwīḥāt (5339)
5340,Work,al-Iʿlām bi-Muthallath al-Kalām (5340)
5133,Work,Sharḥ Talkhīṣ al-Miftāḥ (5133)
5341,Work,Sharḥ Mawāqif al-Sulṭāniyya (5341)
5342,Work,Rasāʾil Ikhwān al-Ṣafāʾ wa Khullān al-Wafāʾ (5342)
5343,Work,Rawḍat al-Ward wa Nuzhat Ahl al-Ward (5343)
5344,Work,Taʿbīr al-Sulṭānī (5344)
5345,Work,Al-Dharīʿa ilā Makārim al-Sharīʿa (5345)
452,Person,Tāj al-Dīn Aḥmad Wazīr (452)
5346,Work,Bayāz̤-i Tāj al-Dīn Aḥmad Wazīr (5346)
453,Person, Sāʿid (453)
454,Person,Ḥasan Ḥusaynī al-Āmulī (454)
5347,Work,Ṭilbat al-ṭalaba (5347)
5348,Work,ʿUmdat al-ʿaqāʾid (5348)
5349,Work,Al-Kāmil al-Farīd fī al-Tajrīd wa l-Tafrīd (5349)
458,Person,Shams al-Dīn Muḥammad al-Samarqandī (458)
5350,Work,Ādāb al-Baḥth (5350)
5351,Work,Kāmil al-Ṣināʿa al-Ṭibbiyya (5351)
142,Person,Muḥammad al-Sijzī (142)
5101,Work,Al-Iṣṭilāḥāt (5101)
5100,Work,Sharḥ Manāzil al-Sāʾirīn (5100)
5237,Work,Al-Aḥkām al-Ṣaghāʾir fī l-Furūʿ (5237)
5355,Work,Maṣābīḥ al-Sunnah (5355)
5356,Work,Minhāj al-Bayān fī mā Yastaʿmiluhu al-Insān (5356)
5357,Work,Jung-i Khaṭī (5357)
5358,Work,(Kitāb dar) Riyāżiyāt (5358)
5360,Work,Dīvān-i Sulṭān Valad (5360)
5361,Work,al-Taysīr fī al-qirāʾāt al-sabʿ (5361)
5362,Work,Tafsīr-i Balʻamī = Tarjumah-i tafsīr-i Ṭabarī (5362)
5363,Work,Adʻīyat al-Usbūʻ (5363)
487,Person," Allah, God in Islam (487)"
5359,Work,Qurʾān (5359)
5365,Work,al-Ṣaḥīfah al-Kāmilah al-Sajjādiyah (5365)
5366,Work,Shihāb al-Akhbār (5366)
5367,Work,al-Kalimāt al-miʼah (5367)
5368,Work,Nas̲r-i al-laʼālī (5368)
5369,Work,Gulistān (5369)
497,Person,Muḥammad ibn Ibrāhīm ibn ʻUthmān ibn Abī Bakr Ḥanafī (497)
5370,Work,Ashʻār-i Shuʻarā-yi Arbaʻah (5370)
5371,Work,sharḥ al-khamsah al- Maqālāt al-falsafīyah (5371)
5372,Work,Ḏawʼuhu Saqṭ al-zand (5372)
521,Person,Tawakkul ibn Ismāʻīl Ibn Bazzāz Ardabīlī (521)
5373,Work,Ṣafvat al-ṣafā (5373)
5374,Work,Tāj al-Maāthir (5374)
523,Person,Muḥammad Sām Muʿizz al-Dīn  Ghūrī (523)
5375,Work,Saqṭ al-zand (5375)
5377,Work,Dīwān al-Mutanabbī (5377)
5376,Work,Sharḥ Dīwān al-Mutanabbī (5376)
5380,Work,Masnavī-i Valadi (5380)
5381,Work,al-Sāmī fī al-Asāmī (5381)
5383,Work,Dīwān al-Ḥādirah (5383)
5384,Work,Nasīm al-ṣabā fī funūn min al-adab al-qadīm wa-al-maqāmāt al-adabīyah (5384)
5385,Work,Dīvān-i Kamāl al-Dīn Ismāʻīl Iṣfahānī (5385)
541,Person,Ḥusayn ibn ʿAlī ibn Muḥammad Ṭābīb (541)
542,Person,Muḥammad ibn Khālid Iṣfahānī (542)
5386,Work,Dīvān-i Z̤iyāʾ al-Dīn Khujandī (5386)
5387,Work,Ilāhī nāmah (5387)
5388,Work,Mukhtār Nāmah (5388)
5389,Work,Ghazalīyāt va qaṣāyid-i 'Aṭṭār (5389)
552,Person,Abū Isḥāq Maḥmūd b. Isḥāq al-Khizā’ī (552)
5390,Work,Ḥāshīyat 'ala naḥw (5390)
5391,Work,Rawẓat al-Aḥbāb (5391)
5392,Work,Fuṣūl al-'Imādī (5392)
5393,Work,Mafātīḥ al-i‘jaz fī sharḥ Gulshan rāz (5393)
5394,Work,[Sharh] Kitāb al-Taḥqīq (5394)
5395,Work,Nafaḥāt al-uns min ḥaḍarāt al-quds (5395)
5396,Work,Ḥiṣn al-Ḥaṣīn min Kalām Sayyid al-Mursalīn (5396)
5397,Work,al-Aḥkām al-sulṭānīyya wa-al-walayāt al-dīnīyya (5397)
5398,Work,al-Muṭawwal fī Sharḥ Talkhīṣ al-Miftāḥ (5398)
5399,Work,Dīvān-i Ḥāfiẓ (5399)
5400,Work,Ḥāshīya Shaykh al-Islām bar Mukhtaṣar ma'ānī (5400)
5401,Work,Sharḥ Fuṣūṣ al-ḥikam (5401)
5402,Work,Fuṣūṣ al-Ḥikam (5402)
5403,Work,Futāwa Sirājīyah (5403)
5404,Work,Mashāriq al-anwār (5404)
5405,Work,Madārik al-tanzīl wa haqā'iq al-tā'wīl (5405)
5406,Work,Kitāb al-Adhkār (5406)
5407,Work,Ḥawāshī ila al-Sharḥ li-t-Talkhīṣ al-Miftāḥ (5407)
5408,Work,Sharḥ Miftāḥ al-Ma'anī (5408)
5410,Work,Gospel of Matthew (5410)
5411,Work,Jangnāmah-yi Aṭfāl (5411)
5412,Work,Favāʼid -i islam ba-madhab-i shāfi’ī yānī sunnī (5412)
606,Person,Muḥammad ibn Maḥmūd Samarqandī (606)
5413,Work,Sharḥ al-Qaṣīdah al-fāʼiḥah fī tajwīd al-Fātiḥah (5413)
5414,Work,'ilm-i tajwīd  yā‘nī qirā’at-i Qur'ān (5414)
5415,Work,Lughat-i Furs (5415)
5416,Work,Qānūn al-Adab (5416)
5417,Work,Brief note onmetric in poetry (5417)
5418,Work,Fragmented treatise on rethoic (5418)
5419,Work,Mirṣād al-ʿIbād min al-Mabdaʾ ilā l-Maʿād (5419)
5420,Work,Nafthat maṣdūr wa Tuḥfah al-Shakūr (5420)
5421,Work,al-Futūḥāt al-Makkīyah fī Ma'rifat al-Asrār al-Malakīyah (5421)
5422,Work,Makhzan al-asrār (5422)
5423,Work,Rawz̤at al-Anwār (5423)
5424,Work,Sharḥ Fuṣūṣ al-ḥikam (5424)
5425,Work,Tanbīh al-ʿārifīn (5425)
5426,Work,Munāẓarat-i Ḥamzah-yi maqbūla lī-marātib al-‘aql wa al-‘ishq al-sulṭānī (5426)
5241,Work,Gul va Nawrūz (5241)
5242,Work,Kamāl nāmah (5242)
5427,Work,Gawhar Nāmah (5427)
626,Person,Maḥmūd Bahāʼ al-Dīn (626)
5428,Work,Shams va Saḥāb (5428)
5429,Work,Shamʻ va Shamshīr (5429)
5430,Work,Risālah-i wujūd (5430)
5431,Work,[Answers to some questions concerning popular religion asked by Iskandar b. ‘Umar Shaykh b. Timūr] (5431)
5432,Work,al-Risāla al-ṣughrā fī al-manṭiq (5432)
627,Person,Iskandar Mirza  (627)
5433,Work,Risāla fī’l-ma‘ārif (5433)
5434,Work,Ḥalīyat al-Abdāl (5434)
5435,Work,al-Amr	al-muḥkam (5435)
5436,Work,Qawāʻid al-ʻAqāʼid (5436)
5437,Work,Taghrīd al-manṭiq (5437)
5438,Work,Namad va būriyā (5438)
5439,Work,Sirājīyah (5439)
5440,Work,Rubāʿiyyāt (5440)
5441,Work,Muʻammīyāt (5441)
5442,Work,al-Lamaḥāt fī al-falsafiah (5442)
5443,Work,Treatise on judicial astrology (5443)
5444,Work,Kitāb al-Taḥṣīl (5444)
5445,Work,Gospel of Mark (5445)
5446,Work,Gospel of Luke (5446)
5448,Work,al-Nafaḥāt al-ilāhīyah (5448)
5449,Work,al-Talwiḥ ilaʹ asrār al-Tanqīḥ (5449)
5450,Work,Kitāb al-adwār fi ʼl-mūsīqī (5450)
5451,Work,Ashkal al-Raml (5451)
5364,Work,Taʼwīlāt al-Qurʼān (5364)
5452,Work,Lata'if Ghiyāthīyah (5452)
5454,Work,al- Madkhal fī ṣinā ʻat ahkūm al-nujūm (5454)
5455,Work,Jahān-i dānish (5455)
698,Person,Jamāl al-Dīn Abū Nasr Aḥmad b. Muḥammad al-Ṭarqī (698)
5456,Work,Risāla fī ma‘rifat-i taqwīm wa ma‘rifat-i asṭurlāb (5456)
5457,Work,al-Risālah al-muʻīnīyah (5457)
5459,Work,[Astrological tables] (5459)
5460,Work,[Astrological tables] (5460)
5461,Work,al-Irshād li-maṣāliḥ al-anfūs wa al-ajsād (5461)
5462,Work,al-Tahdhīb fī al-tafsīr (5462)
5463,Work,Sharḥ Fuṣūṣ al-ḥikam (5463)
703,Person,Shams al-Dīn Jaʻfar ibn Aḥmad b. ‘Abd al-Salām b. Abī Yaḥyá Bahlūlī (703)
5464,Work,al-Taqrīb fī uṣūl al-fiqh (5464)
5465,Work,Maqàma fī tadbīr al-Amrāḍ al-‘Āriḍa ‘alā 'l-Akṯār min al-Aġḏīa 'l-Ma‘lūfa wa-'l-Adwīa 'l-Mawṣufa li-Yantafʿu bi-hā ruhbān al-Adyira (5465)
5466,Work,Fawāʼid (5466)
5467,Work,Ijāzah (5467)
5468,Work,Ijāzah (5468)
5469,Work,Two Ḥikāyat (5469)
5470,Work,Qaṣīda (5470)
719,Person,‘Amīd al-Dawlah Muḥammad b. Muḥammad Ibn Jahīr (719)
5471,Work,Al-Maqṣūrah (5471)
721,Person, Multiple authors (721)
5472,Work,Poetic anthology in 7 chapter (bāb) (5472)
722,Person,Muʿīn al-Dīn Abū Naṣr Aḥmad ibn ʿAbd al-Razzāq al-Ṭanṭarānī (722)
5473,Work,al-Qaṣīdah al-Ṭanṭarānīya (5473)
746,Person, Iltutmish (746)
5474,Work,Sharḥ al-Maqṣūrah (5474)
5475,Work,Sukurdān al-sulṭān (5475)
5476,Work,ʻUddat al-Uṣūl (5476)
5409,Work,Miftāḥ al-'Ulūm (5409)
5477,Work,Kitāb Jāmiʻ al-iftirāq wa-al-ittifāq Ii-ṣanʻat al-tiryāq (5477)
769,Person,Afḍal al-Dīn Abū Ḥumayd Aḥmad b. Ḥāmid (769)
5478,Work,Al-Muḍāf ilá Badā’i‘ al-Zamān fī waqā’i‘ Kirmān (5478)
5479,Work,Mashāriq al-anwār al-nabawiyya fī ṣiḥāḥ al-akhbār al-muṣṭafawiyya (5479)
5382,Work,Diwān al-ṣabābah (5382)
5480,Work,Burʼ al-Sāʻah (5480)
809,Person,ʻUbayd Allāh ibn Sulaymān Abū al-Qāsim (809)
5481,Work,al-Mughnī fī Sharḥ al-Mūjaz (5481)
5482,Work,Wafayāt al-Aʿyān wa Anbāʾ Abnāʾ al-Zamān (5482)
5483,Work,al-Farāsah (5483)
5484,Work,al-Ḥisāb (5484)
5485,Work,al-Jabr wa al-Muqābala (5485)
5486,Work,al-Wijdānīyāt (5486)
820,Person,Faḍl Allāh Kāshī (820)
5487,Work,al-ʿArūḍ (5487)
5488,Work,Sī Faṣl (5488)
5489,Work,Bīst bāb dar Asṭurlāb (5489)
5490,Work,Khulāṣat siyar sayyid al-bashar (5490)
5491,Work,al-Wāfīyah fī Sharḥ al-Kāfīyah (5491)
5492,Work,Ma‘ānī alfāẓ al-qur’ān (5492)
829,Person,al-Murtaḍá Dhu’ al-Sharafayn Abū al-ma‘ālī Muḥammad b. ‘Alī al-Ḥusaynī al-Baghdādī (829)
5493,Work,‘Uyūn al-akhbār fī manāqib al-Akhyār (5493)
5494,Work,Taʻbīr al-ruʼyā (5494)
5496,Work,Aḥkām Taḥāwīl Sinī al-ʻĀlam (5496)
5497,Work,Maʻārij al-Fahm fī Sharḥ al-Naẓm (5497)
5498,Work,Naẓm al-barāhīn fī Uṣūl al-Dīn (5498)
5499,Work,al-Kāfīyah fī al-Naḥw (5499)
5500,Work,Bīst bāb (5500)
5379,Work,Sharḥ Dīwān al-Ḥamāsah (5379)
5257,Work,Sharḥ Ṭawāliʿ fī ʿIlm al-Kalām (5257)
5501,Work,al-Īḍāḥ fī ʻUlūm al-Balāghah al-Maʻānī wa al-Bayān wa al-Badīʻ (5501)
5503,Work,Sharḥ al-Fuṣūl al-Īlāqīyah (5503)
5504,Work,al-Fuṣūl al-Īlāqīyah (5504)
5502,Work,Sharḥ al-Qānūn (5502)
5505,Work,Ḥirz al-Amānī wa Wajh al-Tahānī fī al-Qirāʼāt al-Sabʻ (5505)
5506,Work,Tafsīr (5506)
5507,Work,Iʻtiqādāt (5507)
5508,Work,Anwār al-ʻuqūl min ashʻār Waṣī al-Rasūl (5508)
5509,Work,Sharḥ Fuṣūṣ al-ḥikam (5509)
5510,Work,al-Risālah al-Shamsīyah (5510)
6043,Work,al-Risāla al-shamsīyah fī Qawāʿid al-Manṭiqīyyah (6043)
5511,Work,Sharḥ al-Risālah al-Shamsīyah (5511)
5512,Work,Ḥāshiyah al-Muṭawwal (5512)
5513,Work,Sharḥ al-Mulakhkhaṣ fī al-Hayʼah (5513)
5514,Work,al-Targhīb wa al-Tarhīb (5514)
