id,type,label
12240,Manuscript,Majles 207097 (12240)
12241,Manuscript,Majles 78058 (12241)
12242,Manuscript,Majles 65220 (12242)
12243,Manuscript,Majles 31784 (12243)
12244,Manuscript,Majles 15047 (12244)
12245,Manuscript,Majles 86771 (12245)
12246,Manuscript,Majles 22614 (12246)
12247,Manuscript,Majles 50491 (12247)
12248,Manuscript,Majles 78173 (12248)
12249,Manuscript,Majles 23218 (12249)
12250,Manuscript,Majles 85878 (12250)
12251,Manuscript,Majles 13013 (12251)
12252,Manuscript,Majles 86542 (12252)
12253,Manuscript,Majles 27842 (12253)
12254,Manuscript,Majles 208868 (12254)
12255,Manuscript,Majles 14476 (12255)
12256,Manuscript,Majles 20363 (12256)
12257,Manuscript,Majles 26628 (12257)
12258,Manuscript,Majles 14295 (12258)
12259,Manuscript,Majles 9612 (12259)
12260,Manuscript,Majles 85643 (12260)
12261,Manuscript,Majles 76512 (12261)
12262,Manuscript,Majles 14785 (12262)
12263,Manuscript,Majles 209216 (12263)
12264,Manuscript,Majles 64429 (12264)
12265,Manuscript,Majles 62801 (12265)
12266,Manuscript,Majles 87358 (12266)
12267,Manuscript,Majles 85802 (12267)
12268,Manuscript,Majles 14431 (12268)
12269,Manuscript,Majles 90212 (12269)
12270,Manuscript,Majles 31123 (12270)
12271,Manuscript,Majles 78426 (12271)
12272,Manuscript,Majles 18397 (12272)
12273,Manuscript,Majles 20367 (12273)
12274,Manuscript,Bibliothèque nationale de France Arabe 4294 (12274)
6830,Work,Kitāb al-afʿāl (6830)
12275,Manuscript,Bibliothèque nationale de France Arabe 1495 (12275)
12276,Manuscript,Bibliothèque nationale de France Arabe 1952 (12276)
12277,Manuscript,Bibliothèque nationale de France Arabe 2373 (12277)
12278,Manuscript,Bibliothèque nationale de France Arabe 2687 (12278)
12279,Manuscript,Bibliothèque nationale de France Arabe 2877 (12279)
12280,Manuscript,Bibliothèque nationale de France Arabe 2916 (12280)
12281,Manuscript,Bibliothèque nationale de France Arabe 3365 (12281)
12282,Manuscript,Bibliothèque nationale de France Arabe 4289 (12282)
12283,Manuscript,Bibliothèque nationale de France Arabe 4293 (12283)
12284,Manuscript,Bibliothèque nationale de France Persan 119 (12284)
12285,Manuscript,Bibliothèque nationale de France Persan 12 (12285)
12286,Manuscript,Bibliothèque nationale de France Persan 121 (12286)
12287,Manuscript,Bibliothèque nationale de France Persan 126 (12287)
12288,Manuscript,Majles 31030 (12288)
12289,Manuscript,Majles 22598 (12289)
12290,Manuscript,Majles 65137 (12290)
12291,Manuscript,Majles 31561 (12291)
12292,Manuscript,Majles 74310 (12292)
12293,Manuscript,Majles 14784 (12293)
12294,Manuscript,Majles 15074 (12294)
12295,Manuscript,Majles 6947 (12295)
12296,Manuscript,Majles 23906 (12296)
12297,Manuscript,Majles 16952 (12297)
12298,Manuscript,Majles 24017 (12298)
12299,Manuscript,Majles 25875 (12299)
12300,Manuscript,Majles 79087 (12300)
12301,Manuscript,Bibliothèque nationale de France Persan 131 (12301)
12302,Manuscript,Bibliothèque nationale de France Persan 133 (12302)
12303,Manuscript,Bibliothèque nationale de France Persan 136 (12303)
12304,Manuscript,Bibliothèque nationale de France Persan 14 (12304)
12305,Manuscript,Bibliothèque nationale de France Persan 147 (12305)
12306,Manuscript,Bibliothèque nationale de France Persan 148 (12306)
12307,Manuscript,Bibliothèque nationale de France Persan 15 (12307)
12308,Manuscript,Majles 14145 (12308)
12309,Manuscript,Majles 86118 (12309)
12310,Manuscript,Majles 86037 (12310)
12311,Manuscript,Majles 86548 (12311)
12312,Manuscript,Majles 12968 (12312)
12313,Manuscript,Majles 61823 (12313)
12314,Manuscript,Majles 87922 (12314)
12315,Manuscript,Majles 74261 (12315)
12316,Manuscript,Majles 98922 (12316)
12317,Manuscript,Majles 31623 (12317)
12318,Manuscript,Bibliothèque nationale de France Persan 161 (12318)
12319,Manuscript,Bibliothèque nationale de France Persan 163 (12319)
12320,Manuscript,Bibliothèque nationale de France Persan 173 (12320)
12321,Manuscript,Bibliothèque nationale de France Persan 176 (12321)
12322,Manuscript,Majles 87110 (12322)
12323,Manuscript,Majles 62287 (12323)
12324,Manuscript,Majles 14422 (12324)
12325,Manuscript,Majles 86119 (12325)
12326,Manuscript,Majles 16303 (12326)
12327,Manuscript,Majles 17236 (12327)
12328,Manuscript,Majles 62366 (12328)
12329,Manuscript,Bibliothèque nationale de France Persan 213 (12329)
12330,Manuscript,Bibliothèque nationale de France Persan 224 (12330)
12331,Manuscript,Bibliothèque nationale de France Persan 266 (12331)
12332,Manuscript,Bibliothèque nationale de France Persan 276 (12332)
12333,Manuscript,Bibliothèque nationale de France Persan 286 (12333)
12334,Manuscript,Majles 32020 (12334)
12335,Manuscript,Majles 66950 (12335)
12336,Manuscript,Majles 206994 (12336)
12337,Manuscript,Majles 61851 (12337)
12338,Manuscript,Majles 61405 (12338)
12339,Manuscript,Majles 79203 (12339)
6896,Work,al-Naqḍ al-Khafī (6896)
12340,Manuscript,Bibliothèque nationale de France Persan 375 (12340)
12341,Manuscript,Bibliothèque nationale de France Persan 376 (12341)
12342,Manuscript,Bibliothèque nationale de France Persan 377 (12342)
12343,Manuscript,Bibliothèque nationale de France Persan 38 (12343)
6902,Work,Ḥaqāʼiq mā Yaẓharu Quddām Mawlānā Jalla Dhikruhu min al-Hazl (6902)
12344,Manuscript,Bibliothèque nationale de France Persan 380 (12344)
12345,Manuscript,Bibliothèque nationale de France Persan 384 (12345)
12346,Manuscript,Majles 3264 (12346)
12347,Manuscript,Majles 85844 (12347)
12348,Manuscript,Majles 211823 (12348)
12349,Manuscript,Majles 22609 (12349)
12350,Manuscript,Majles 13094 (12350)
12351,Manuscript,Majles 211352 (12351)
12352,Manuscript,Majles 13044 (12352)
12353,Manuscript,Majles 13049 (12353)
12354,Manuscript,Majles 13058 (12354)
12355,Manuscript,Majles 64725 (12355)
12356,Manuscript,Majles 16307 (12356)
12357,Manuscript,Majles 16628 (12357)
12358,Manuscript,Majles 16781 (12358)
12359,Manuscript,Majles 17227 (12359)
12360,Manuscript,Majles 18414 (12360)
12361,Manuscript,Majles 8091 (12361)
12362,Manuscript,Majles 13778 (12362)
12363,Manuscript,Majles 12725 (12363)
12364,Manuscript,Majles 12729 (12364)
12365,Manuscript,Majles 30873 (12365)
12366,Manuscript,Majles 30916 (12366)
12367,Manuscript,Majles 22564 (12367)
12368,Manuscript,Majles 85327 (12368)
12369,Manuscript,Majles 66827 (12369)
12370,Manuscript,Majles 61336 (12370)
12371,Manuscript,Majles 89309 (12371)
12372,Manuscript,Majles 86672 (12372)
12373,Manuscript,Majles 212740 (12373)
12374,Manuscript,Majles 78121 (12374)
12375,Manuscript,Majles 74357 (12375)
12376,Manuscript,Majles 210022 (12376)
12377,Manuscript,Majles 17512 (12377)
12378,Manuscript,Majles 79165 (12378)
12379,Manuscript,Bibliothèque nationale de France Persan 385 (12379)
12380,Manuscript,Bibliothèque nationale de France Persan 41 (12380)
12381,Manuscript,Bibliothèque nationale de France Persan 51 (12381)
12382,Manuscript,Bibliothèque nationale de France Persan 53 (12382)
12383,Manuscript,Bibliothèque nationale de France Persan 62 (12383)
12384,Manuscript,Bibliothèque nationale de France Persan 63 (12384)
12385,Manuscript,Bibliothèque nationale de France Persan 68 (12385)
12386,Manuscript,Majles 30820 (12386)
12387,Manuscript,Majles 87030 (12387)
12388,Manuscript,Majles 207336 (12388)
12389,Manuscript,Bibliothèque nationale de France Persan 71 (12389)
12390,Manuscript,Bibliothèque nationale de France Persan 75 (12390)
12391,Manuscript,Bibliothèque nationale de France Persan 82 (12391)
12392,Manuscript,Majles 79089 (12392)
12393,Manuscript,Majles 89423 (12393)
12394,Manuscript,Majles 16323 (12394)
12395,Manuscript,Majles 62074 (12395)
12396,Manuscript,Majles 90423 (12396)
12397,Manuscript,Majles 13053 (12397)
12398,Manuscript,Majles 18406 (12398)
12399,Manuscript,Majles 12297 (12399)
12400,Manuscript,Majles 31532 (12400)
12401,Manuscript,Majles 78733 (12401)
12402,Manuscript,Majles 90914 (12402)
12403,Manuscript,Majles 91053 (12403)
12404,Manuscript,Majles 25917 (12404)
12405,Manuscript,Majles 9011 (12405)
12406,Manuscript,Majles 78652 (12406)
12407,Manuscript,Majles 89838 (12407)
12408,Manuscript,Majles 13611 (12408)
12409,Manuscript,Majles 17496 (12409)
12410,Manuscript,Majles 17498 (12410)
12411,Manuscript,Majles 78870 (12411)
12412,Manuscript,Majles 13211 (12412)
12413,Manuscript,Majles 22492 (12413)
12414,Manuscript,Majles 78227 (12414)
12415,Manuscript,Majles 16552 (12415)
12416,Manuscript,Majles 23060 (12416)
12417,Manuscript,Majles 78963 (12417)
12418,Manuscript,Majles 14789 (12418)
12419,Manuscript,Majles 17483 (12419)
12420,Manuscript,Majles 17511 (12420)
12421,Manuscript,Majles 17532 (12421)
12422,Manuscript,Majles 18415 (12422)
6965,Work,Ikhtiyārāt-i Masīr-i Qamar (6965)
12423,Manuscript,Majles 20366 (12423)
12424,Manuscript,Majles 190 (12424)
12425,Manuscript,Majles 8508 (12425)
12426,Manuscript,Majles 18316 (12426)
12427,Manuscript,Majles 12241 (12427)
12428,Manuscript,Bibliothèque nationale de France Persan 310 (12428)
12429,Manuscript,Bibliothèque nationale de France Persan 318 (12429)
12430,Manuscript,Bibliothèque nationale de France Persan 320 (12430)
12431,Manuscript,Bibliothèque nationale de France Persan 332 (12431)
12432,Manuscript,Majles 78160 (12432)
12433,Manuscript,Bibliothèque nationale de France Persan 362 (12433)
12434,Manuscript,Majles 24621 (12434)
12435,Manuscript,Bibliothèque nationale de France Persan 86 (12435)
12436,Manuscript,Bibliothèque nationale de France Persan 87 (12436)
12437,Manuscript,Bibliothèque nationale de France Supplément Persan 1076 (12437)
12438,Manuscript,Bibliothèque nationale de France Supplément Persan 1077 (12438)
12439,Manuscript,Bibliothèque nationale de France Supplément Persan 1086 (12439)
12440,Manuscript,Bibliothèque nationale de France Supplément Persan 1108 (12440)
12441,Manuscript,Bibliothèque nationale de France Supplément persan 118 (12441)
12442,Manuscript,Bibliothèque nationale de France Supplément persan 120 (12442)
12443,Manuscript,Bibliothèque nationale de France Supplément persan 137 (12443)
12444,Manuscript,Bibliothèque nationale de France Supplément persan 138 (12444)
12445,Manuscript,Bibliothèque nationale de France Supplément persan 139 (12445)
6991,Work,Manṭiq (6991)
12446,Manuscript,Majles 25841 (12446)
12447,Manuscript,Majles 62805 (12447)
12448,Manuscript,Majles 35537 (12448)
12449,Manuscript,Majles 39609 (12449)
12450,Manuscript,Majles 18128 (12450)
12451,Manuscript,Majles 61326 (12451)
12452,Manuscript,Majles 22538 (12452)
12453,Manuscript,Majles 14454 (12453)
12454,Manuscript,Majles 16300 (12454)
12455,Manuscript,Majles 79188 (12455)
12456,Manuscript,Majles 33074 (12456)
12457,Manuscript,Majles 61826 (12457)
12458,Manuscript,Majles 87107 (12458)
12459,Manuscript,Majles 62197 (12459)
12460,Manuscript,Majles 28000 (12460)
12461,Manuscript,Majles 22589 (12461)
12462,Manuscript,Majles 87384 (12462)
12463,Manuscript,Majles 86592 (12463)
12464,Manuscript,Majles 5488 (12464)
12465,Manuscript,Majles 87330 (12465)
12466,Manuscript,Bibliothèque nationale de France Supplément persan 1434 (12466)
12467,Manuscript,Bibliothèque nationale de France Supplément persan 1469 (12467)
12468,Manuscript,Bibliothèque nationale de France Supplément persan 162 A (12468)
12469,Manuscript,Majles 18421 (12469)
12470,Manuscript,Bibliothèque nationale de France Supplément persan 162 (12470)
12471,Manuscript,Bibliothèque nationale de France Supplément Persan 1817 (12471)
12472,Manuscript,Bibliothèque nationale de France Supplément Persan 191 (12472)
12473,Manuscript,Bibliothèque nationale de France Supplément persan 201 (12473)
12474,Manuscript,Bibliothèque nationale de France Supplément Persan 205 (12474)
12475,Manuscript,Bibliothèque nationale de France Supplément Persan 206 (12475)
12476,Manuscript,Bibliothèque nationale de France Supplément Persan 332 (12476)
12477,Manuscript,Bibliothèque nationale de France Supplément persan 380 (12477)
12478,Manuscript,Bibliothèque nationale de France Supplément Persan 493 (12478)
12479,Manuscript,Bibliothèque nationale de France Supplément Persan 494 (12479)
12480,Manuscript,Bibliothèque nationale de France Supplément persan 56 (12480)
12481,Manuscript,Bibliothèque nationale de France Supplément Persan 580 (12481)
12482,Manuscript,Majles 14324 (12482)
12483,Manuscript,Melli 38782 (12483)
12484,Manuscript,Bibliothèque nationale de France Supplément persan 69 (12484)
12485,Manuscript,Melli 32689 (12485)
12486,Manuscript,Melli 39286 (12486)
12487,Manuscript,Melli 19581 (12487)
12488,Manuscript,Bibliothèque nationale de France Supplément persan 87 (12488)
12489,Manuscript,Bibliothèque nationale de France Supplément Persan 913 (12489)
12490,Manuscript,Bibliothèque nationale de France Supplément persan 95 (12490)
12491,Manuscript,Bibliothèque nationale de France Arabe 1496 (12491)
12492,Manuscript,Melli 33904 (12492)
7027,Work,Adʻīyat al-Usbūʻ (7027)
12493,Manuscript,Melli 19584 (12493)
12494,Manuscript,Melli 39054 (12494)
12495,Manuscript,Melli 39552 (12495)
12496,Manuscript,Melli 1022 (12496)
12497,Manuscript,Melli 1481 (12497)
12498,Manuscript,Melli 17915 (12498)
12499,Manuscript,Melli 39587 (12499)
12500,Manuscript,Melli 21182 (12500)
12502,Manuscript,Bibliothèque nationale de France Arabe 1498 (12502)
12503,Manuscript,Bibliothèque nationale de France Arabe 1499 (12503)
12501,Manuscript,Melli 39682 (12501)
12504,Manuscript,Melli 1122 (12504)
12505,Manuscript,Melli 334 (12505)
12506,Manuscript,Melli 988 (12506)
12507,Manuscript,Melli 1191 (12507)
12508,Manuscript,Melli 1289 (12508)
12509,Manuscript,Melli 2672 (12509)
12510,Manuscript,Melli 2708 (12510)
12511,Manuscript,Melli 3013 (12511)
12512,Manuscript,Melli 3961 (12512)
12513,Manuscript,Melli 3295 (12513)
12514,Manuscript,Melli 18117 (12514)
12515,Manuscript,Melli 39542 (12515)
12516,Manuscript,"Staatsbibliothek, Landberg 824 (12516)"
12517,Manuscript,Melli 2065 (12517)
12518,Manuscript,Bibliothèque nationale de France Arabe 1598-1599 (12518)
12519,Manuscript,Melli 28107 (12519)
12520,Manuscript,Bibliothèque nationale de France Arabe 1600 (12520)
12521,Manuscript,Bibliothèque nationale de France Arabe 1629 (12521)
12522,Manuscript,Bibliothèque nationale de France Arabe 1665 (12522)
12523,Manuscript,Melli 39650 (12523)
12524,Manuscript,Melli 16493 (12524)
12525,Manuscript,Melli 11981 (12525)
12526,Manuscript,Melli 11890 (12526)
12527,Manuscript,Bibliothèque nationale de France Arabe 1666 (12527)
12528,Manuscript,Bibliothèque nationale de France Arabe 1687 (12528)
12529,Manuscript,Bibliothèque nationale de France Arabe 1695 (12529)
12530,Manuscript,Bibliothèque nationale de France Arabe 1709 (12530)
12531,Manuscript,Bibliothèque nationale de France Arabe 181 (12531)
12532,Manuscript,Bibliothèque nationale de France Supplément persan 57 (12532)
12533,Manuscript,Bibliothèque nationale de France Supplément turc 190 (12533)
12534,Manuscript,Bibliothèque nationale de France Turc 25 (12534)
12535,Manuscript,Bibliothèque nationale de France Arabe 1894 (12535)
12536,Manuscript,Bibliothèque nationale de France Arabe 1895 (12536)
12537,Manuscript,Bibliothèque nationale de France Arabe 1897 (12537)
12538,Manuscript,Bibliothèque nationale de France Arabe 1899 (12538)
12539,Manuscript,Bibliothèque nationale de France Arabe 1900 (12539)
12540,Manuscript,Melli 183 (12540)
12541,Manuscript,Melli 764 (12541)
12542,Manuscript,Melli 1038 (12542)
12543,Manuscript,Melli 1103 (12543)
12544,Manuscript,Melli 1113 (12544)
12545,Manuscript,Melli 1126 (12545)
12546,Manuscript,Melli 1132 (12546)
12547,Manuscript,Melli 1511 (12547)
12548,Manuscript,Melli 1838 (12548)
12549,Manuscript,Melli 3778 (12549)
12550,Manuscript,Bibliothèque nationale de France Arabe 1906 (12550)
12551,Manuscript,Bibliothèque nationale de France Arabe 1950 (12551)
12552,Manuscript,Bibliothèque nationale de France Arabe 1959 (12552)
12553,Manuscript,Bibliothèque nationale de France Arabe 1962 (12553)
12554,Manuscript,Bibliothèque nationale de France Arabe 1964 (12554)
12555,Manuscript,Bibliothèque nationale de France Arabe 1970 (12555)
12556,Manuscript,Bibliothèque nationale de France Arabe 2011 (12556)
12557,Manuscript,Bibliothèque nationale de France Arabe 2030 (12557)
12558,Manuscript,Bibliothèque nationale de France Arabe 204 (12558)
7061,Work,[Theological Debate] (7061)
7064,Work,[Epistle addressed to a Muslim by a Christian] (7064)
12559,Manuscript,Bibliothèque nationale de France Arabe 2048 (12559)
12560,Manuscript,Bibliothèque nationale de France Arabe 206 (12560)
7070,Work,Tarjamat al-amāna al-muqaddasa (7070)
12561,Manuscript,Bibliothèque nationale de France Arabe 2088 (12561)
12562,Manuscript,Bibliothèque nationale de France Arabe 2127 (12562)
12563,Manuscript,Bibliothèque nationale de France Arabe 2129 (12563)
12564,Manuscript,Bibliothèque nationale de France Arabe 2131 (12564)
12565,Manuscript,Bibliothèque nationale de France Arabe 2146 (12565)
12566,Manuscript,Bibliothèque nationale de France Arabe 2172 (12566)
12567,Manuscript,Bibliothèque nationale de France Arabe 2324 (12567)
12570,Manuscript,Bibliothèque nationale de France Arabe 2331 (12570)
12571,Manuscript,Bibliothèque nationale de France Arabe 2334 (12571)
12572,Manuscript,Bibliothèque nationale de France Arabe 2349 (12572)
12573,Manuscript,Bibliothèque nationale de France Arabe 2422 (12573)
12574,Manuscript,Bibliothèque nationale de France Arabe 2423 (12574)
12575,Manuscript,Bibliothèque nationale de France Arabe 2434 (12575)
12576,Manuscript,Bibliothèque nationale de France Arabe 2440 (12576)
12577,Manuscript,Bibliothèque nationale de France Arabe 2441 (12577)
12578,Manuscript,Bibliothèque nationale de France Arabe 2461 (12578)
12579,Manuscript,Bibliothèque nationale de France Arabe 2462 (12579)
12580,Manuscript,Melli 22226 (12580)
12581,Manuscript,Melli 39521 (12581)
12582,Manuscript,Melli 38245 (12582)
12583,Manuscript,Melli 39015 (12583)
12584,Manuscript,Bibliothèque nationale de France Arabe 2465 (12584)
12585,Manuscript,Melli 31505 (12585)
12586,Manuscript,Bibliothèque nationale de France Arabe 2469 (12586)
12587,Manuscript,Bibliothèque nationale de France Arabe 2486 (12587)
12588,Manuscript,Bibliothèque nationale de France Arabe 2487 (12588)
12589,Manuscript,Bibliothèque nationale de France Arabe 2499 (12589)
12590,Manuscript,Melli 17258 (12590)
12591,Manuscript,Melli 12800 (12591)
12592,Manuscript,Melli 19181 (12592)
12593,Manuscript,Melli 17817 (12593)
12594,Manuscript,Bibliothèque nationale de France Arabe 2500 (12594)
12595,Manuscript,Melli 1119 (12595)
12596,Manuscript,Bibliothèque nationale de France Arabe 2509 (12596)
12597,Manuscript,Bibliothèque nationale de France Arabe 2516 (12597)
12598,Manuscript,Melli 208 (12598)
12599,Manuscript,Bibliothèque nationale de France Arabe 2524 (12599)
7107,Work,Risāla fī al-ʿAmal bi-al-Asṭurlāb (7107)
12600,Manuscript,Melli 1434 (12600)
12601,Manuscript,Melli 31408 (12601)
12568,Manuscript,Staatsbibliothek Diez A fol. 20 (12568)
12603,Manuscript,Bibliothèque nationale de France Arabe 2588 (12603)
12605,Manuscript,Bibliothèque nationale de France Arabe 2592 (12605)
12604,Manuscript,Staatsbibliothek Diez A oct. 132 (12604)
12606,Manuscript,Staatsbibliothek Glaser 10 (12606)
12608,Manuscript,Melli 424 (12608)
12609,Manuscript,Melli 12492 (12609)
12610,Manuscript,Melli 35019 (12610)
12607,Manuscript,Bibliothèque nationale de France Arabe 2605 (12607)
7122,Work,[Treatise on divine alchemy] (7122)
12611,Manuscript,Bibliothèque nationale de France Arabe 2648 (12611)
12612,Manuscript,Bibliothèque nationale de France Arabe 2772 (12612)
7125,Work,[Treatise on the planetary acronyms] (7125)
12613,Manuscript,Bibliothèque nationale de France Arabe 2783 (12613)
12614,Manuscript,Melli 1055 (12614)
12615,Manuscript,Bibliothèque nationale de France Arabe 2810 (12615)
12616,Manuscript,Bibliothèque nationale de France Arabe 2841 (12616)
12617,Manuscript,Bibliothèque nationale de France Arabe 2849 (12617)
12618,Manuscript,Bibliothèque nationale de France Arabe 2860 (12618)
12619,Manuscript,Bibliothèque nationale de France Arabe 2862 (12619)
12620,Manuscript,Bibliothèque nationale de France Arabe 2868 (12620)
12621,Manuscript,Melli 11414 (12621)
12622,Manuscript,Bibliothèque nationale de France Arabe 2872 (12622)
12624,Manuscript,Melli 12412 (12624)
12625,Manuscript,Melli 857 (12625)
12626,Manuscript,Melli 886 (12626)
12627,Manuscript,Bibliothèque nationale de France Arabe 2885 (12627)
12628,Manuscript,Bibliothèque nationale de France Arabe 2886 (12628)
12629,Manuscript,Bibliothèque nationale de France Arabe 2887 (12629)
12630,Manuscript,Bibliothèque nationale de France Arabe 2888 (12630)
12631,Manuscript,Bibliothèque nationale de France Arabe 2889 (12631)
12632,Manuscript,Bibliothèque nationale de France Arabe 2890 (12632)
12633,Manuscript,Melli 986 (12633)
12634,Manuscript,Melli 1015 (12634)
12635,Manuscript,Melli 1090 (12635)
12636,Manuscript,Bibliothèque nationale de France Arabe 2917 (12636)
12637,Manuscript,Melli 1153 (12637)
12638,Manuscript,Bibliothèque nationale de France Arabe 2920 (12638)
12639,Manuscript,Bibliothèque nationale de France Arabe 2925 (12639)
12640,Manuscript,Melli 1929 (12640)
12641,Manuscript,Melli 4619 (12641)
12642,Manuscript,Bibliothèque nationale de France Arabe 2934 (12642)
12643,Manuscript,Bibliothèque nationale de France Arabe 2937 (12643)
12644,Manuscript,Bibliothèque nationale de France Arabe_2938 (12644)
12645,Manuscript,Melli 15830 (12645)
12646,Manuscript,Melli 28211 (12646)
12647,Manuscript,Staatsbibliothek Landberg 1001 (12647)
12569,Manuscript,Staatsbibliothek Landberg 1019 (12569)
7147,Work,[Against pederasty] (7147)
7148,Work,Mauʿiẓa fi al-malāhī (7148)
12648,Manuscript,Melli 11856 (12648)
12649,Manuscript,Staatsbibliothek Landberg 11 (12649)
12650,Manuscript,Staatsbibliothek Landberg 114 (12650)
12651,Manuscript,Staatsbibliothek Landberg 394 (12651)
12652,Manuscript,Staatsbibliothek Landberg 55 (12652)
12653,Manuscript,Staatsbibliothek Landberg 71 (12653)
12654,Manuscript,Staatsbibliothek Landberg 72 (12654)
7157,Work,[Treatise on religious duties] (7157)
12655,Manuscript,Staatsbibliothek Landberg 88 (12655)
12656,Manuscript,Staatsbibliothek Ms or fol 362 (12656)
12657,Manuscript,Staatsbibliothek Ms. Or. 2072 (12657)
12659,Manuscript,Melli 20196 (12659)
12660,Manuscript,Melli 1315 (12660)
12658,Manuscript,Bibliothèque nationale de France Arabe 2948 (12658)
12661,Manuscript,Bibliothèque nationale de France Arabe 2949 (12661)
12662,Manuscript,Bibliothèque nationale de France Arabe 2950 (12662)
12663,Manuscript,Bibliothèque nationale de France Arabe 2957 (12663)
12664,Manuscript,Bibliothèque nationale de France Arabe 2961 (12664)
12665,Manuscript,Bibliothèque nationale de France Arabe 2970 (12665)
12666,Manuscript,Bibliothèque nationale de France Arabe 2973 (12666)
12667,Manuscript,Bibliothèque nationale de France Arabe 2975 (12667)
12668,Manuscript,Melli 20182 (12668)
12669,Manuscript,Melli 2648 (12669)
12670,Manuscript,Melli 1556 (12670)
12671,Manuscript,Melli 1247 (12671)
12672,Manuscript,Melli 10301 (12672)
12673,Manuscript,Melli 1307 (12673)
12674,Manuscript,Bibliothèque nationale de France Arabe 2984 (12674)
12675,Manuscript,Bibliothèque nationale de France Arabe 2999 (12675)
12676,Manuscript,Bibliothèque nationale de France Arabe 3001 (12676)
12677,Manuscript,Bibliothèque nationale de France Arabe 3009 (12677)
12678,Manuscript,Melli 26273 (12678)
12679,Manuscript,Bibliothèque nationale de France Arabe 3010 (12679)
12680,Manuscript,Bibliothèque nationale de France Arabe 3086 (12680)
12681,Manuscript,Bibliothèque nationale de France Arabe 3091 (12681)
12682,Manuscript,Bibliothèque nationale de France Arabe 3112 (12682)
12683,Manuscript,Bibliothèque nationale de France Arabe 3117 (12683)
12684,Manuscript,Bibliothèque nationale de France Arabe 3119 (12684)
12685,Manuscript,Bibliothèque nationale de France Arabe 3145 (12685)
12686,Manuscript,Bibliothèque nationale de France Arabe 3281 (12686)
12687,Manuscript,Bibliothèque nationale de France Arabe 3303 (12687)
12688,Manuscript,Bibliothèque nationale de France Arabe 3328 (12688)
12689,Manuscript,Bibliothèque nationale de France Arabe 3346 (12689)
12690,Manuscript,Bibliothèque nationale de France Arabe 3362 (12690)
12691,Manuscript,Bibliothèque nationale de France Arabe 3481 (12691)
12692,Manuscript,Bibliothèque nationale de France Arabe 3927 (12692)
12693,Manuscript,Bibliothèque nationale de France Arabe 3928 (12693)
12694,Manuscript,Bibliothèque nationale de France Arabe 3939 (12694)
12695,Manuscript,Bibliothèque nationale de France Arabe 4001 (12695)
12696,Manuscript,Bibliothèque nationale de France Arabe 4060 (12696)
12697,Manuscript,Bibliothèque nationale de France Arabe 4067 (12697)
12698,Manuscript,Bibliothèque nationale de France Arabe 4116 (12698)
12699,Manuscript,Melli 286 (12699)
12700,Manuscript,Bibliothèque nationale de France Arabe 4155 (12700)
12701,Manuscript,Bibliothèque nationale de France Arabe 4231 (12701)
12702,Manuscript,Melli 335 (12702)
12703,Manuscript,Melli 387 (12703)
12704,Manuscript,Melli 500 (12704)
12705,Manuscript,Melli 682 (12705)
12706,Manuscript,Melli 1027 (12706)
12707,Manuscript,Melli 1152 (12707)
12708,Manuscript,Melli 1246 (12708)
12709,Manuscript,Melli 1435 (12709)
12710,Manuscript,Melli 1816 (12710)
12711,Manuscript,Melli 18509 (12711)
12712,Manuscript,Melli 17555 (12712)
12713,Manuscript,Melli 38547 (12713)
51,Person, Ibn Yamīn (51)
52,Person,Muḥammad Amīn (52)
72,Person,Muḥammad Yūsuf al-Qāḍī (72)
77,Person,Mullā ʿAbd al-Samīʿ al-Muftī (77)
80,Person,Mullā Ibrāhīm (80)
81,Person,Mullā Shīr Muḥammad (81)
149,Person,Muḥammad Ḥusayn al-Bulgharī (149)
10398,Manuscript,Beruni 346 (10398)
153,Person,Nawāb Aḥmad Bayg Khān (153)
156,Person,ʿImād al-Ahrī (156)
162,Person,Qāḍī Muḥammad Ẓarīf (162)
163,Person,ʿAbdallāh Khwāja Ibn Ḥaṣrat (163)
164,Person,Mawlāna Muḥammad Sharīf Nūr Allāh (164)
165,Person,Muḥammad Bāqir Ibn Lamākīk (165)
184,Person,ʿIbād Allāh al-Bukhārī (184)
10436,Manuscript,Beruni 41 (10436)
213,Person,Muḥammad Khudāyār (213)
10437,Manuscript,Beruni 2578 (10437)
214,Person,Mulla Īwāz Bāqī al-Bukhārī (214)
215,Person,Maḥmūd al-Qāshāni (215)
10438,Manuscript,Beruni 2736 (10438)
218,Person,Muḥyī al-Dīn Muḥammad (218)
10446,Manuscript,Beruni 3109 (10446)
226,Person,Ibn Musliḥ Imam Chānd (226)
10447,Manuscript,Beruni 3110 (10447)
227,Person,Mullā Muḥammad Khān (227)
229,Person,Mīrak al-Kulshīnī (229)
228,Person,Amīr Aḥmad al-Balkhī (228)
10453,Manuscript,Beruni 3126 (10453)
234,Person, ʿUmar (234)
235,Person,Sayyid Muḥammad Amīn (235)
236,Person,Shaykh Muḥammad Mīrzā Zāda (236)
10454,Manuscript,Beruni 3129 (10454)
245,Person,Kamāl al-Turkānī (245)
321,Person,Muḥammad al-Bālīnḥiṣārī (321)
320,Person,Muḥammad Sharīf Muftī al-Bukhārī (320)
326,Person, Muḥammad Dīwān Bīgī (326)
327,Person, Sayyid Aḥmad (327)
336,Person,Shammās Ṭabīb al-Mārūnī (336)
337,Person, Anṭūn (337)
